SN,Continent,Country,Location_Name,Location_Code,Cluster_Name,Cluster_Code,Plot_ Name,Plot_ Code,Minumum_Plot_Dimention (m),Maximum_Plot_Dimention (m),Total_Plot_Edge (m),Census_Date,PI,Latitude (plot),Longitude (plot),x (plot),y (plot),Tag_No,Family,Original_Identification,Genus,Species,Species_Code,Edibility_Category,x (tree),y (tree),Elevation (m),Dimater (cm),Plot_Comments 
55,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,139,Moraceae,Ficus capensis,Ficus,Ficus capensis,FICA,Inedible,437777,593255,130,15,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
56,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,140,Mimosaceae,Calpocalyx vebratus,Calpocalyx,Calpocalyx brevibracteatus,CABR,Inedible,437779,593255,130,20,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
57,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,141,Fabaceae,Angiocalyx oligapholus,Angylocalyx,Angylocalyx oligophyllus,ANOL,Edible,437777,593257,130,13,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
58,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,142,Fabaceae,Baphia nitida,Baphia,Baphia nitida,BPNI,Inedible,437772,593263,128,23,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
59,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,143,Phyllanthaceae,Uapaca staudtii,Uapaca,Uapaca staudtii,UAST,Edible,437787,593264,131,23,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
60,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,144,Ebenaceae,Diospyros mespiliformis,Diospyros,Diospyros mespiliformis,DIME,Inedible,437781,593257,131,25,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
61,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,145,Burseraceae,Dacryodes edulis,Dacryoides,Dacryoides edulis,DAED,Edible,437783,593257,131,27,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
62,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,146,Malvaceae,Eribroma oblonga,Eribroma,Eribroma oblonga,EROB,Inedible,437788,593255,131,23,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
63,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,147,Olacaceae,Caula edulis,Caula,Caula edulis,CAED,Edible,437785,593251,131,17,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
64,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,148,Fabaceae,Calpocalyx cauliflorus,Calpocalyx,Calpocalyx cauliflorus,CACA,Inedible,437785,593251,131,12,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
65,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,149,Ebenaceae,Diospyros zenkeri,Diospyros,Diospyros zenkeri,DIZE,Inedible,437787,593255,131,11,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
66,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,150,Irvingiaceae,Irvingia gabonensis,Irvingia,Irvingia gabonensis,IRGA,Edible,437798,593261,130,44,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
67,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,151,Fabaceae,Baphia nitida,Baphia,Baphia nitida,BPNI,Inedible,437799,593262,130,14,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
68,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,152,Myristicaceae,Pycnanthus angolensis,Pycnanthus,Pycnanthus angolensis,PYAN,Edible,437798,593259,131,13,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
69,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,153,Myrtaceae,Ouretea calophylla,Ouratea,Ouratea calophylla,OUCA,Inedible,437792,593261,131,31,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
70,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,154,Malvaceae,Eribroma oblonga,Eribroma,Eribroma oblonga,EROB,Inedible,437792,593248,131,18,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
71,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,155,Irvingiaceae,Irvingia gabonensis,Irvingia,Irvingia gabonensis,IRGA,Edible,437794,593250,131,29,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
72,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,156,Olacaceae,Strombosia grandifolia,Strombosia,Strombosia grandifolia,STGR,Inedible,437792,593244,131,10,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
73,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,157,Mimosaceae,Calpocalyx vebratus,Calpocalyx,Calpocalyx brevibracteatus,CABR,Inedible,437766,593257,129,16,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
74,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,158,Apocynaceae,Tabernaemontana pachysiphon,Tabernaemontana,Tabernaemontana pachysiphon,TAPA,Inedible,437764,593257,129,15,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
75,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,159,Phyllanthaceae,Maesobotrya barteri,Maesobotrya,Maesobotrya barteri,MABA,Edible,437764,593257,129,12,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
76,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,160,Fabaceae,Baphia nitida,Baphia,Baphia nitida,BPNI,Inedible,437764,593251,130,11,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
77,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,161,Ebenaceae,Diospyros suaveolens,Diospyros,Diospyros suaveolens,DISU,Inedible,437763,593250,131,10,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
78,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 1,L1P1,40,40,160,23/08/2019,Sijeh Asuk,5.37,8.44,437845.62,593260.61,499,Fabaceae,Angiocalyx oligapholus,Angylocalyx,Angylocalyx oligophyllus,ANOL,Edible,437796,593250,129,28,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
80,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 2,L1P2,40,40,160,24/08/2019,Sijeh Asuk,5.37,8.44,437956.21,593039.42,2,Olacaceae,Strombosia pustulata,Strombosia,Strombosia pustulata,STPU,Inedible,437923,593034,134,22,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
81,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 2,L1P2,40,40,160,24/08/2019,Sijeh Asuk,5.37,8.44,437956.21,593039.42,3,Fabaceae,Halodendron gabonensis ,Hylodendron,Hylodendron gabunense,HYGA,Inedible,437927,593036,134,112,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
82,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 2,L1P2,40,40,160,24/08/2019,Sijeh Asuk,5.37,8.44,437956.21,593039.42,4,Olacaceae,Strombosia pustulata,Strombosia,Strombosia pustulata,STPU,Inedible,437932,593034,134,28,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
83,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 2,L1P2,40,40,160,24/08/2019,Sijeh Asuk,5.37,8.44,437956.21,593039.42,5,Olacaceae,Octoknemia affine,Octoknema,Octoknema affinis,OCAF,Inedible,437936,593038,136,17,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
84,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 2,L1P2,40,40,160,24/08/2019,Sijeh Asuk,5.37,8.44,437956.21,593039.42,6,Fabaceae,Calpocalyx cauliflorus,Calpocalyx,Calpocalyx cauliflorus,CACA,Inedible,437938,593039,138,13,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
85,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 2,L1P2,40,40,160,24/08/2019,Sijeh Asuk,5.37,8.44,437956.21,593039.42,7,Myrtaceae,Ouretea calophylla,Ouratea,Ouratea calophylla,OUCA,Inedible,437940,593039,139,11,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
86,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 2,L1P2,40,40,160,24/08/2019,Sijeh Asuk,5.37,8.44,437956.21,593039.42,8,Anacardiaceae,Antroacryon micraster,Antrocaryon,Antrocaryon micraster,ANMI,Inedible,437938,593039,139,11,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
87,Africa,Nigeria,"Erukut in Oban Sector, Cross River National Park",ENP-01,Erukut Location 1,ERK-01,Erukut Location 1 Plot 2,L1P2,40,40,160,24/08/2019,Sijeh Asuk,5.37,8.44,437956.21,593039.42,9,Fabaceae,Millittia grifforniana,Millettia,Millettia grifforniana,MIGR,Inedible,437945,593039,141,17,This plot is located at the erukut camp site Oban Division of Cross River National Park. Erukut Camp site is after Nsan community in Akamkpa Local Government Area. The three plots in Erukut are 200 meters apart from each other.
